main_category_name,sub_category_name,ranking,title,ori_price,dis_price,discount_percent
스포츠/자동차,ALL,12,[미즈노]미즈노 역시즌 남여 맨투맨 후드집업 트레이닝바지,17800,17800,69
스포츠/자동차,ALL,13,[나이키][나이키] 얼리썸머 나이키반팔 모음,19900,19900,0
스포츠/자동차,ALL,14,[아디다스]나이키 아디다스外 인기 반팔티 반바지 단체복 모음,10500,10500,70
e쿠폰/티켓,ALL,68,[파리바게뜨](파리바게뜨) 마이넘버원3,27000,27000,0
e쿠폰/티켓,ALL,69,[메가커피](메가커피) 1만원권,9100,9100,9
e쿠폰/티켓,ALL,70,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 온라인문화상품권 1천원권,1000,1000,0
e쿠폰/티켓,ALL,71,[세븐일레븐](세븐일레븐) 모바일상품권 1만원권,10000,10000,0
e쿠폰/티켓,ALL,72,[올레KT](KT) LTE 데이터쿠폰 5GB,30690,30690,7
e쿠폰/티켓,ALL,73,[투썸플레이스](투썸플레이스) 스트로베리 초콜릿 생크림,31430,31430,7
e쿠폰/티켓,ALL,74,[신라호텔]서울신라호텔 더 파크뷰 상품권(1인식사권),111000,111000,0
e쿠폰/티켓,ALL,75,[빕스](빕스) Pays 외식/카페 결합 금액권 10만원권,92000,92000,8
e쿠폰/티켓,ALL,76,[스타벅스](스타벅스) 아이스 카페아메리카노 Tall,4100,4100,0
e쿠폰/티켓,ALL,77,[배스킨라빈스]배스킨라빈스 이상한 나라의 솜사탕 케이크,25000,25000,0
e쿠폰/티켓,ALL,78,구글기프트카드 3만원 핀번호 실시간발송,29400,29400,0
e쿠폰/티켓,ALL,79,구글기프트카드 1만원 핀번호 실시간발송,9800,9800,0
e쿠폰/티켓,ALL,80,[맥도날드]맥도날드 디지털 2만원권,19200,19200,4
생활/주방/건강,ALL,2,극세사 클린 청소 슬리퍼 1+1 외 상시특가 50종,10000,10000,1
생활/주방/건강,ALL,3,KF94 4중필터 마스크 50매 (개당 798원 특가) 개별포장,39910,39910,8
생활/주방/건강,ALL,4,[하비비]청개구리 자동 변기 클리너 세정제 6개 (12개월분),23900,23900,0
생활/주방/건강,ALL,5,[깨끗한나라]순백블루 3겹 화장지 27m 30롤 x 3팩(특가),28600,28600,61
생활/주방/건강,ALL,6,(식약처인증) 국산 비말 차단 KF-AD 마스크 50매 KFAD,36900,36900,0
생활/주방/건강,ALL,7,한예지 볼륨앤소프트 천연펄프 3겹  화장지 30롤 3팩,21900,21900,66
생활/주방/건강,ALL,8,국산 630g 르미에 라지자캔들 아로마향초 캔들워머,9900,9900,0
생활/주방/건강,ALL,9,[브리타]막스트라 플러스 필터 3개월분 +1개월분 (총 4개월분),23000,23000,9
생활/주방/건강,ALL,10,[락앤락]프레쉬 롤백 200매x2개 총400매 위생장갑 지퍼백 할인,6960,6960,56
생활/주방/건강,ALL,11,[에코후레쉬]세탁조클리너 100g x 9개_곰팡이세균 99.9% 제거,10000,10000,66
생활/주방/건강,ALL,12,[다샵]국산 일회용 마스크 화이트 50매,14500,14500,18
도서/음반,ALL,2,도형학습지 플라토 단계별 세트 선택구매 (전4권),24000,24000,50
도서/음반,ALL,3,(북멘토)수상한 시리즈 전7권(수상한 아파트+우리반+학원+친구집+식당+편의점+도서관),71500,71500,7
도서/음반,ALL,4,픽토리 영어동화 낱권 골라담기 (107종),9100,9100,30
도서/음반,ALL,5,오즈시앤지 렛츠고 한국사 특별판 (1+2+3 합본),49800,49800,49
도서/음반,ALL,6,(예약판매/8월20일발송)큰별 쌤 최태성의 한국사 수호대 전7권,71000,71000,7
도서/음반,ALL,7,씨투엠에듀 플라토주머니 평면도형/입체도형 교구  선택구매,42200,42200,36
도서/음반,ALL,8,어스본 초등학생이 알아야 할 100가지 세트 (전11종),149000,149000,9
도서/음반,ALL,9,수능까지 이어지는 초등 고학년 수학 대수 개념편심화편테크닉 선택(개정판),55900,55900,33
도서/음반,ALL,10,미래주니어 하루10분 따라쓰기 시리즈 19종 선택구매/맞춤법/속담/고사성어외,5900,5900,0
도서/음반,ALL,11,[길벗스쿨]길벗스쿨 기적의 역사논술 (전5권),55000,55000,9
도서/음반,ALL,12,세이펜과 떠나는 한국 세계여행 회전지도(세이펜별매),23410,23410,0
도서/음반,ALL,13,우리 아이 첫 감정 연습 세트(전10권): 생활 속 10가지 감정(재정가세트),96000,96000,20
도서/음반,ALL,14,[아이챌린지]세 마리 토끼 잡는 독서 논술 P단계 세트 5권 / 독서 논술 A단계 세트 5권 선택구매,52500,52500,6
도서/음반,ALL,15,very 얼리챕터북 Jack/Starters/My Weird School 선택,45000,45000,68
도서/음반,ALL,16,(도치맘) The Magic School Bus 매직 스쿨버스 DVD 26종 풀세트 (52개 에피소드),98000,98000,50
도서/음반,ALL,17,비아에듀 연산의 발견 /만화 수학 교과서/ 사전 선택구매,26000,26000,7
도서/음반,ALL,18,[비룡소]비룡소 기획 말놀이 동요집/동시집 선택구매,32000,32000,65
가구/침구,ALL,10,[아망떼]고밀도 순면 매트리스커버/침대패드/침대커버,12900,12900,67
가구/침구,ALL,11,[르헤브]최다구성2+2 피톤치드 항균 베개솜/여름베개/베개커버,9900,9900,70
가구/침구,ALL,12,[비트백]액자형 DIY 보석십자수 명화그리기/비즈/그림/큐빅,20580,20580,5
가구/침구,ALL,13,돈을 부르는 황금 코끼리상 인테리어소품 장식품 동상,9900,9900,44
가구/침구,ALL,14,[아망떼]시원한 인견 이불/여름이불세트,14900,14900,69
가구/침구,ALL,15,[나크제이]1+1 디퓨저 500ml + 500ml + 스틱세트/탈취제/방향제,12900,12900,59
가구/침구,ALL,16,led 방등 등 기구 거실등 조명 형광등 LG칩,23900,23900,69
가구/침구,ALL,17,[리브맘]눕자마자 꿀잠~ 초고밀도 메모리폼베개 경추베개,13900,13900,69
가구/침구,ALL,18,[유에프오](현대Hmall)[UFO] 캠퍼필드 오픈도어 폴딩박스 캠핑테이블 포켓세트,36500,36500,0
가구/침구,ALL,19,디퓨저 500ml + 섬유스틱5p 대용량 디퓨저,7900,7900,50
가구/침구,ALL,20,[이블랑]고밀도 고탄력 방수 소파커버 1인용~4인용 28컬러,16800,16800,70
가구/침구,ALL,21,[쁘리엘르]시원한 여름이불세트/이불베개세트,15900,15900,70
식품,ALL,33,[헬스원]롯데헬스원 퓨어콜라겐 정제 108정 2통 +증정,27000,27000,6
식품,ALL,34,[맥심]화이트골드 커피믹스 160T+160T 커피,32900,32900,20
식품,ALL,35,[너트리]캘리포니아 볶음아몬드 500g x 2개 19년산,11210,11210,21
식품,ALL,36,[미스타셰프]미스타셰프 육개장 600g 4팩/간편조리/즉석/증정,11500,11500,30
식품,ALL,37,[오뚜기]오뚜기 매콤새콤한 메밀비빔면 4개입 x 5개,13720,13720,0
식품,ALL,38,[매일유업]딸기우유 200ml 24팩+초코 멸균우유 200ml 24팩,18900,18900,10
식품,ALL,39,청정우 척롤 (3초구이 샤브용) 300g+300g+300g,12900,12900,30
식품,ALL,40,[햇반]햇반 210g x 36입 (1박스),30900,30900,0
식품,ALL,41,김나운 더키친 두툼한 손질 갈치 24토막 1팩(2토막 2,36910,36910,7
식품,ALL,42,맥심 카누다크미니 100T+20 x2개입 총240T,34900,34900,22
식품,ALL,43,씨없는 수박 4kg / 농협 / 굿뜨래 / 산지직송,9900,9900,30
식품,ALL,44,[하이드로더치]10+10+7 하이드로 더치커피 콜드브루 원두 커피,3900,3900,50
식품,ALL,45,육즙 가득한 쟌슨빌 스모크소시지 1810g 外,23900,23900,4
화장품/헤어,ALL,2,[닥터방기원]랩 탈모샴푸 1Lx3통+랩탈모토닉 150ml+사은품,27900,27900,0
화장품/헤어,ALL,3,[플란투어]플란투어 39 파이토 카페인 샴푸 250ml (가는모발용),6900,6900,65
화장품/헤어,ALL,4,[푸로루나]1+1+1 오토 아이브로우 펜슬 / 눈썹 / 납작 /디자이닝,7500,7500,58
화장품/헤어,ALL,5,[참존]참존 바캉스특집전 피부도 건강도 예뻐지자 ~95%할인,10900,10900,69
화장품/헤어,ALL,6,[아이오페]아이오페 바이오 에센스 인텐시브 컨디셔닝 168ml 외,48000,48000,20
화장품/헤어,ALL,7,[라네즈]네오 쿠션 매트 15G/24시간모공커버/쿠션팩트/컨실러급,21250,21250,15
화장품/헤어,ALL,8,1+1 빅세일 홍진영 메이크업 홍샷 팩트/파데/틴트,17570,17570,53
화장품/헤어,ALL,9,[유세린]유세린 하이알루론 미스트 150ml 1+1,18900,18900,50
화장품/헤어,ALL,10,[프레쥬]프레쥬 자연약쑥  닦토진정토너 500ml 1+1 (+행사중),8900,8900,69
화장품/헤어,ALL,11,[치노시오야]치노시오야 내추럴포어 클렌징 오일,31820,31820,2
화장품/헤어,ALL,12,미샤 멤버십데이 인기상품 Up to 69% or 썬케어 1+1,18200,18200,50
화장품/헤어,ALL,13,NANANE 젤네일 스티커 모음전 네일아트 젤스티커,3270,3270,12
화장품/헤어,ALL,14,3+1 명품향을 담은 향수득템G,11900,11900,69
화장품/헤어,ALL,15,[과일나라]허브테라피 딥 모이스처 샴푸 1500ml 1+1 / 대용량,13900,13900,7
화장품/헤어,ALL,16,[더블모]더블모 어성초샴푸 1000g 1+1(2EA) 헤어케어 두피관리,17500,17500,20
여행,ALL,35,제천프라우드리조트(글램핑),49000,49000,0
여행,ALL,36,|강원 고성군| 고성 금강산 콘도(고성/금강산/고성여행/바다/고성숙소/고성콘도/통일전망대/동해/거진항),48020,48020,2
여행,ALL,37,"|최대 10만원 할인||강원 호텔| 춘천 더 잭슨나인스 호텔 (춘천,강촌)",89000,89000,0
여행,ALL,38,경주월드 7월 자유이용권 종일권/오후4시권 /4시권 소인 기준 (7/1~7/31),20900,20900,0
여행,ALL,39,삼척 쏠비치리조트 쏠비치호텔 쏠비치콘도 삼척호텔 솔비치 쏠비치 대명쏠비치,135000,135000,0
여행,ALL,40,제주렌트카 완전자차 야간인수/새벽반납 전기차 스타렉스 공항 렌트 예약,8900,8900,53
여행,ALL,41,한화 아쿠아플라넷 여수 입장권/종합권(아쿠아리움),14000,14000,0
여행,ALL,42,한화리조트 거제 벨버디어 ( 거가대교 / 거제여행 ),158000,158000,0
여행,ALL,43,|강원 속초시| 신세계 영랑호 리조트(속초/속초리조트/속초숙박/속초콘도/강원도/강원도 속초/동양),76840,76840,0
여행,ALL,44,|최대 10만원 할인||제주 호텔| 신화관 제주 신화월드 호텔앤리조트 (서귀포시),117920,117920,0
여행,ALL,45,|강원 평창군| 휘닉스 평창 리조트(휘닉스/휘닉스 평창/휘닉스파크/애견동반/펫룸/애견동반객실),85000,85000,0
컴퓨터/전자,ALL,45,[휘센]LG 휘센 인버터 제습기 20L DQ200PBBC 1등급,473000,473000,7
컴퓨터/전자,ALL,46,[캐리어][캐리어 공식판매점] 클라윈드 18L 제습기 CDHM-C018LMAB /본사 직접발송 /2020년형,259830,259830,3
컴퓨터/전자,ALL,47,[삼성전자]공식파트너 삼성 세라믹 전자레인지 MS23K3523AK,92900,92900,21
컴퓨터/전자,ALL,48,[이노크아든]주말특가 이노크 35cm 스탠드 선풍기/리모컨 벽걸이,17900,17900,39
컴퓨터/전자,ALL,49,[인스탁스]인스탁스 미니필름 40장+사은품/폴라로이드필름,33730,33730,4
컴퓨터/전자,ALL,50,[베이스어스]GaN 65W 고속 충전기 멀티포트  PD충전 한국형플러그,34900,34900,0
컴퓨터/전자,ALL,51,LG전자 DQ200PSAA 휘센 제습기 20L,540790,540790,0
컴퓨터/전자,ALL,52,[콘에어]콤팩트 파워 핸디형 스팀다리미 GS2K,24730,24730,0
컴퓨터/전자,ALL,53,준마 회사원 상한머리 걸러주는 고데기 0.6cm JM04,31900,31900,43
컴퓨터/전자,ALL,54,[쿠쿠]본사직영) CRP-DHP0610FD 쿠쿠 6인용 IH전기압력밥솥,266170,266170,4
컴퓨터/전자,ALL,55,[매직쉐프]매직쉐프 전자렌지 전자레인지 20L MEM-GP20B,59900,59900,7
컴퓨터/전자,ALL,56,tvnD 웹드 소녀의세계 화제템 SNS대란 뷰티비기닝 무선미니고데기,36900,36900,7
컴퓨터/전자,ALL,57,[레드울프]S20 노트10 5G/노트8/S10/S9/S8/울트라 가죽 폰케이스,19900,19900,17
패션의류,ALL,1,[행텐]행텐/H커넥트 S/S 반팔 반바지 티셔츠 신상+시즌오프,10000,10000,69
유아동/출산,ALL,1,(정품) Scholastic 스콜라스틱 에브리데이 북박스 Everyday book box 123 풀세트,315000,315000,50
신발/잡화,ALL,1,[프롬산타]최대30켤레 양말/페이크삭스 덧신 남자여자발목양말,6900,6900,70
스포츠/자동차,ALL,15,앵콜행사 푸마 트레이닝복 상/하의 스포츠웨어 기획전,21900,21900,70
스포츠/자동차,ALL,16,앵콜행사 헤드/푸마 여름철 데일리 반팔티셔츠 특가,9900,9900,70
스포츠/자동차,ALL,17,[아디다스]아디다스 나이키外 바캉스 슬리퍼/실내화/샌들 모음,14500,14500,58
스포츠/자동차,ALL,18,[프로월드컵][프로월드컵] (50매) 성인 아동 3중필터 마스크,6900,6900,0
스포츠/자동차,ALL,19,[에버라스트]여름세일 남녀 발목양말/페이크삭스/패션양말 7종세트,8900,8900,53
스포츠/자동차,ALL,20,[로티캠프]원터치 그늘막 빅패밀리 텐트 6인용 캠핑 낚시 용품,91910,91910,7
스포츠/자동차,ALL,21,[프로월드컵]22%추가쿠폰 티셔츠/샌들슬리퍼/나시 민소매,5900,5900,69
스포츠/자동차,ALL,22,[리복]리복본사DMX PERT /FV5062,71200,71200,0
스포츠/자동차,ALL,23,[푸마]홈쇼핑 동일 푸마/리복 언더셔츠 브라탑 특가 모음,9900,9900,70
스포츠/자동차,ALL,24,[BUFFALO]버팔로 올뉴 타프하우스/메가 타프하우스/타프스크린,349000,349000,0
스포츠/자동차,ALL,25,[아이더]2020 F/W 신상 미리공개 한정수량 선할인 6만원대부터,209300,209300,30
스포츠/자동차,ALL,26,[넘버엔]1+1 넘버엔 릴렉스 체어 프로 접이식 캠핑 의자 외,62940,62940,9
스포츠/자동차,ALL,27,아이두젠 벌크암체어 1+1 접이식 캠핑의자,39800,39800,0
e쿠폰/티켓,ALL,81,[맥도날드]맥도날드 디지털 1만원권,9600,9600,4
e쿠폰/티켓,ALL,82,[로제타스톤]뉴 로제타스톤 (1번 구매로) 24개 언어 무제한 평생 학습권,269000,269000,61
e쿠폰/티켓,ALL,83,[아웃백스테이크하우스](아웃백) (V2) 갈릭립아이 B세트,77220,77220,17
e쿠폰/티켓,ALL,84,[BHC](BHC) 뿌링클+콜라1.25L,18050,18050,5
e쿠폰/티켓,ALL,85,[롯데리아](롯데리아) 모바일 1만원권(잔액관리형),9600,9600,4
e쿠폰/티켓,ALL,86,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 온라인문화상품권 5천원권,5000,5000,0
e쿠폰/티켓,ALL,87,[배스킨라빈스](배스킨라빈스) 모바일 5만원권,50000,50000,0
e쿠폰/티켓,ALL,88,일본 구글 플레이 카드 10000엔ALLTIME즉시발송,108000,108000,0
e쿠폰/티켓,ALL,89,[BBQ](BBQ) 황금올리브치킨+콜라 1.25L,19000,19000,5
e쿠폰/티켓,ALL,90,[미스터피자](미스터피자) 피자뷔페 1인(주중/주말),9650,9650,25
e쿠폰/티켓,ALL,91,[메가커피](메가커피) 아이스아메리카노,1860,1860,7
e쿠폰/티켓,ALL,92,[스타벅스](스타벅스) 너만큼 완벽한 디저트 세트,20300,20300,0
e쿠폰/티켓,ALL,93,CGV/롯데시네마/메가박스 전국 영화관람권 (문자발송),7800,7800,0
생활/주방/건강,ALL,13,[아이러브베베]아이러브베베물티슈핑크100매캡형X20팩,13900,13900,53
생활/주방/건강,ALL,14,쫀쫀 실리콘 랩 뚜껑 24P 구성,12900,12900,0
생활/주방/건강,ALL,15,바디매치 마사지건,128000,128000,0
생활/주방/건강,ALL,16,[잘풀리는집]순수PURE 천연펄프 25m30롤 x3팩/휴지/화장지,26900,26900,15
생활/주방/건강,ALL,17,KF94 마스크 100매 (개당 789원특가)당일출고/개별포장,78900,78900,8
생활/주방/건강,ALL,18,[페브리즈]페브리즈 섬유탈취제 다우니 향 900ml 대용량 2개 d,18100,18100,35
생활/주방/건강,ALL,19,[베이비베이비]베이비베이비 아기물티슈 트윙클120매 20팩 캡형,14900,14900,66
생활/주방/건강,ALL,20,[하비비]청개구리 자동 싱크대 클리너 세정제 3개,16700,16700,68
생활/주방/건강,ALL,21,[브리타]마렐라XL 3.5L 화이트 +필터 1개월분 (기본구성),33900,33900,24
생활/주방/건강,ALL,22,[테리파머]호텔수건 무형광 180g 다이아보더 수건 10장 타올,18900,18900,9
생활/주방/건강,ALL,23,수애랑 세면대 주방 수압상승 녹물 정수+필터 3P 세트,21900,21900,0
도서/음반,ALL,19,(도치맘) 매직 스쿨버스 리더스북 직수입도서 30종 (Paperback) + CD 30종 증정),165000,165000,45
도서/음반,ALL,20,[EBS교육방송]2020년 2학기 EBS 초등 기본서 만점왕 세트 학년별 선택구매,46000,46000,17
도서/음반,ALL,21,[시공주니어]마더스카페/시공주니어 초등창작 필독선 레벨별 모음전,550000,550000,8
도서/음반,ALL,22,안녕 나는 시리즈 골라담기 8권 강릉 강원도 경주 서울 인천 전주 제주도 해외여행,12000,12000,0
도서/음반,ALL,23,[달리]달리  너도 보이니 9권세트 (특급열차/꿈의도시 등),54260,54260,6
도서/음반,ALL,24,[아이챌린지]세 마리 토끼 잡는 초등 어휘 P단계 / 초등 어휘 A단계  / 초등 독해 A단계 세트별 선택구매,31500,31500,21
도서/음반,ALL,25,YGSELECT - 트레저 1집 TREASURE 1st SINGLE ALBUM  (THE FIRST STEP : CHAPTER ONE),14800,14800,0
도서/음반,ALL,26,(씨앤톡/특별재정가세트)나도 이제 초등학생 전7권/초등 교과연계/초등학교 1-2학년 교과연계,63000,63000,10
도서/음반,ALL,27,교과서속 정치/경제/지리,28300,28300,0
도서/음반,ALL,28,책내음 삐악삐악 시리즈 6권세트,57000,57000,5
도서/음반,ALL,29,아이유 DVD/블루레이 - 2019 IU Tour Concert (Love  poem) in Seoul (2 Disc),43800,43800,0
도서/음반,ALL,30,무지개 물고기 8권세트,78000,78000,2
도서/음반,ALL,31,사자를 숨기는 법 전4권/전 세계 20개 언어로 번역/주요상 수상 작가,46080,46080,4
도서/음반,ALL,32,{애플뮤직 단독특전 EVENT}(버전선택) 에이티즈 (ATEEZ) - ZERO : FEVER Part.1 (미니앨범 5집),12900,12900,0
도서/음반,ALL,33,달리 세계그림동화 전20권+2권(여름그림책) 총22권세트/가장 아름다운 그림동화 시리즈,178560,178560,10
도서/음반,ALL,34,국내생산-엄마랑 세이펜 벽그림 포스터 병풍 완성품/당일발송 세이펜별매,41500,41500,2
도서/음반,ALL,35,(중복할인)20년 1학기 2학기 우등생 해법시리즈 전과목세트 국사과세트 국수세트 초등문제집,54000,54000,10
가구/침구,ALL,22,[쁘리엘르]유아 방수패드 온가족용 낮잠이불 시어서커 순면,10900,10900,69
가구/침구,ALL,23,(특가)국산튼튼한 조립식 렌지대 다이 전자렌지수납장,23900,23900,37
가구/침구,ALL,24,[퍼스퍼코리아]무료반품 랭킹1위 컴퓨터 학생 사무용 공부 책상의자,33980,33980,15
가구/침구,ALL,25,항균 매트리스커버 누빔 순면 방수 매트커버 침대커버,9900,9900,70
가구/침구,ALL,26,[아망떼]시원한 리플 여름 토퍼/풍기인견토퍼/순면토퍼,19900,19900,64
가구/침구,ALL,27,일루일루 라이트 G-지타이탄 게이밍 체어 3색상,81090,81090,0
가구/침구,ALL,28,[쁘리엘르]1+1 피그먼트 베개커버/순면 베개커버/방수베개커버,6900,6900,69
가구/침구,ALL,29,[무아스]모던심플 고속 무선충전 LED 무드등 우드 취침조명,24900,24900,37
가구/침구,ALL,30,역시즌 호텔식 구스침구 모음전 (1296068_B3),56900,56900,0
가구/침구,ALL,31,DIY 보석십자수 액자형 아이러브페인팅 큐빅 비즈,21900,21900,0
가구/침구,ALL,32,[리브맘]2020년 시원한 여름 침대 쿨매트 특대형/중형 쿨방석,17900,17900,69
식품,ALL,46,청원농협_왕의밥상_20KG 포 ,46900,46900,0
식품,ALL,47,단단한 복숭아 4.5kg내외(24과내외)/2개구매시10kg발송,9900,9900,30
식품,ALL,48,[미스타셰프]미스타셰프 마라탕 550g 2팩/즉석마라탕/간편식/증정,11500,11500,30
식품,ALL,49,가정식 생포기김치10Kg /총각/HACCP,22900,22900,30
식품,ALL,50,[맥심]맥심 모카골드 커피믹스 320T +썸머 비치타월 증정,34800,34800,20
식품,ALL,51,[파스퇴르]파스퇴르 무항생제 인증 바른목장 우유(190ml48입)/멸균우유,24370,24370,6
식품,ALL,52,초당 옥수수 15개입(17cm이상)/농협,14900,14900,33
식품,ALL,53,[일리]일리 네스프레소 호환 캡슐 100개,57860,57860,4
식품,ALL,54,[동원에프앤비][싱싱냉동마트]매일유업 유기농치즈 첫치즈/아기치즈 外 [100매],24380,24380,8
식품,ALL,55,황금미가 쌀 20kg 19년산 (당일도정),45900,45900,40
식품,ALL,56,신세계 스타필드 입점 하남쭈꾸미 500g 보통맛 4팩세트,39700,39700,0
식품,ALL,57,착한낙지 135g X 6팩 + 비법소스 6팩,27000,27000,10
화장품/헤어,ALL,17,메디팜 대용량 크림 500g 3종/시카 클렌징폼 택1+증정,12900,12900,62
화장품/헤어,ALL,18,[헤어플러스]단백질 본드 앰플 145ml 외/샴푸/헤어팩/헤어에센스,16900,16900,0
화장품/헤어,ALL,19,[무슈제이]클래식 아쿠아 에센스 올인원 155ml 1+1,12900,12900,57
화장품/헤어,ALL,20,[페디슨]저자극 여성청결제 약산성 1+1 거품/액상(+손소독제),6900,6900,65
화장품/헤어,ALL,21,[라벨영]쇼킹 헤어슬리핑크림 3+1 /바르고자면 실크모발/홈케어,29900,29900,0
화장품/헤어,ALL,22,[밀크바오밥]1+1 대용량 세라 샴푸/트리트먼트/바디워시/바디로션,24900,24900,10
화장품/헤어,ALL,23,[라벨영]쇼킹비타민우유 미백크림 3+1/미백/즉각톤업/화이트닝,35700,35700,0
화장품/헤어,ALL,24,[더바디샵][더바디샵] 점보 티트리 오일 20ML (97253),17850,17850,15
화장품/헤어,ALL,25,[닥터브로너스]닥터브로너스  퓨어 캐스틸 솝 950ml+거품용기 (2개이상 구매시 120ml 증정 ),22320,22320,10
화장품/헤어,ALL,26,데싱디바 페디세트 슈퍼슬림핏 카리브 컬렉션(전구성,67210,67210,15
화장품/헤어,ALL,27,(20%중복) 토니모리 상반기결산 토니데이  ~82%,14800,14800,40
화장품/헤어,ALL,28,[아임미미]전품목 브랜드 SALE + 사은품 폭탄,14400,14400,60
화장품/헤어,ALL,29,[해피바스]해피바스 비누 100gx12개/ 세수비누 세안비누 클렌징,10700,10700,0
